KEGG_Primary_class	KEGG_secondary_class	KEGG_pathway_ID	pathway_name	# genes in pathway	genes in chosen	# genes in chosen	genes in HSA_background	#genes in HSA_background	%(chosen/HSA_background)
Organismal Systems	Endocrine system	hsa04919	  "Thyroid hormone signaling pathway - Homo sapiens (human)"	119	['hsa:1387', 'hsa:2932', 'hsa:5594', 'hsa:2033', 'hsa:5595', 'hsa:595', 'hsa:8850', 'hsa:3065', 'hsa:23389', 'hsa:5208', 'hsa:5469', 'hsa:5894', 'hsa:4193', 'hsa:29079', 'hsa:9611', 'hsa:7157', 'hsa:207', 'hsa:5331', 'hsa:25942', 'hsa:8841', 'hsa:9282', 'hsa:5613', 'hsa:9968', 'hsa:6256', 'hsa:3066', 'hsa:5350']	26	['hsa:1499', 'hsa:5604', 'hsa:25942', 'hsa:8841', 'hsa:10025', 'hsa:9282', 'hsa:23236', 'hsa:5613', 'hsa:9968', 'hsa:6256', 'hsa:5333', 'hsa:3066', 'hsa:6714', 'hsa:4624', 'hsa:5336', 'hsa:5350', 'hsa:5290', 'hsa:23389', 'hsa:5208', 'hsa:8202', 'hsa:5335', 'hsa:5469', 'hsa:7067', 'hsa:5605', 'hsa:5894', 'hsa:842', 'hsa:4193', 'hsa:9882', 'hsa:29079', 'hsa:4609', 'hsa:5330', 'hsa:51196', 'hsa:3685', 'hsa:5170', 'hsa:9611', 'hsa:7157', 'hsa:207', 'hsa:116931', 'hsa:5295', 'hsa:6567', 'hsa:5331', 'hsa:2308', 'hsa:5578', 'hsa:1827', 'hsa:9442', 'hsa:113026', 'hsa:572', 'hsa:1387', 'hsa:5214', 'hsa:4854', 'hsa:60', 'hsa:2932', 'hsa:6548', 'hsa:5594', 'hsa:2033', 'hsa:3091', 'hsa:5595', 'hsa:7249', 'hsa:6009', 'hsa:595', 'hsa:8850', 'hsa:6772', 'hsa:84812', 'hsa:3065', 'hsa:10000', 'hsa:6513', 'hsa:8503']	67	38.80597014925373
Environmental Information Processing	Signal transduction	hsa04014	  "Ras signaling pathway - Homo sapiens (human)"	228	['hsa:2324', 'hsa:4804', 'hsa:10681', 'hsa:25', 'hsa:5594', 'hsa:6655', 'hsa:57144', 'hsa:5595', 'hsa:2246', 'hsa:2002', 'hsa:3791', 'hsa:5894', 'hsa:2247', 'hsa:207', 'hsa:27', 'hsa:23179', 'hsa:5900', 'hsa:7423', 'hsa:2885', 'hsa:5613', 'hsa:8831', 'hsa:27040']	22	['hsa:5604', 'hsa:3643', 'hsa:598', 'hsa:5970', 'hsa:7423', 'hsa:9610', 'hsa:2885', 'hsa:51806', 'hsa:5781', 'hsa:5062', 'hsa:5613', 'hsa:8398', 'hsa:4303', 'hsa:54331', 'hsa:2248', 'hsa:4763', 'hsa:8831', 'hsa:5154', 'hsa:5336', 'hsa:801', 'hsa:1147', 'hsa:27040', 'hsa:5290', 'hsa:5335', 'hsa:2002', 'hsa:5605', 'hsa:3791', 'hsa:5338', 'hsa:2258', 'hsa:25759', 'hsa:4301', 'hsa:5894', 'hsa:22800', 'hsa:2113', 'hsa:5879', 'hsa:51196', 'hsa:2250', 'hsa:2247', 'hsa:3480', 'hsa:207', 'hsa:27', 'hsa:23179', 'hsa:1944', 'hsa:56034', 'hsa:5295', 'hsa:1956', 'hsa:5058', 'hsa:5578', 'hsa:5922', 'hsa:22808', 'hsa:5900', 'hsa:6464', 'hsa:2264', 'hsa:572', 'hsa:10928', 'hsa:2324', 'hsa:5601', 'hsa:5923', 'hsa:4804', 'hsa:2263', 'hsa:387', 'hsa:11186', 'hsa:10681', 'hsa:998', 'hsa:9462', 'hsa:5337', 'hsa:5063', 'hsa:8315', 'hsa:25', 'hsa:5594', 'hsa:6655', 'hsa:6789', 'hsa:51378', 'hsa:57144', 'hsa:5595', 'hsa:3551', 'hsa:4233', 'hsa:5878', 'hsa:4790', 'hsa:2549', 'hsa:8437', 'hsa:55770', 'hsa:7422', 'hsa:2246', 'hsa:5159', 'hsa:6654', 'hsa:5321', 'hsa:10000', 'hsa:8503', 'hsa:5228']	90	24.444444444444443
Human Diseases	Infectious diseases	hsa05145	  "Toxoplasmosis - Homo sapiens (human)"	120	['hsa:7042', 'hsa:5594', 'hsa:5595', 'hsa:5608', 'hsa:1432', 'hsa:7043', 'hsa:3911', 'hsa:7099', 'hsa:207', 'hsa:3460', 'hsa:836', 'hsa:4261']	12	['hsa:836', 'hsa:6774', 'hsa:598', 'hsa:3913', 'hsa:54205', 'hsa:4615', 'hsa:5970', 'hsa:3310', 'hsa:7189', 'hsa:4261', 'hsa:3654', 'hsa:5600', 'hsa:6300', 'hsa:3914', 'hsa:51135', 'hsa:3304', 'hsa:3303', 'hsa:1147', 'hsa:3588', 'hsa:5290', 'hsa:3949', 'hsa:3911', 'hsa:842', 'hsa:6885', 'hsa:3915', 'hsa:7099', 'hsa:5170', 'hsa:207', 'hsa:5295', 'hsa:3688', 'hsa:23643', 'hsa:3460', 'hsa:572', 'hsa:330', 'hsa:3459', 'hsa:5606', 'hsa:5601', 'hsa:3909', 'hsa:3918', 'hsa:841', 'hsa:7132', 'hsa:3912', 'hsa:7042', 'hsa:5594', 'hsa:10454', 'hsa:4792', 'hsa:284217', 'hsa:959', 'hsa:5595', 'hsa:3551', 'hsa:7040', 'hsa:7297', 'hsa:5608', 'hsa:4790', 'hsa:329', 'hsa:1432', 'hsa:3910', 'hsa:2771', 'hsa:6772', 'hsa:10000', 'hsa:8503', 'hsa:7043']	62	19.35483870967742
Environmental Information Processing	Signal transduction	hsa04330	  "Notch signaling pathway - Homo sapiens (human)"	48	['hsa:1387', 'hsa:113878', 'hsa:2033', 'hsa:22938', 'hsa:3955', 'hsa:8850', 'hsa:3280', 'hsa:3065', 'hsa:5664', 'hsa:1487', 'hsa:9794', 'hsa:5986', 'hsa:196403', 'hsa:84441', 'hsa:9612', 'hsa:3066', 'hsa:55534']	17	['hsa:151636', 'hsa:5986', 'hsa:1488', 'hsa:196403', 'hsa:84441', 'hsa:3714', 'hsa:9612', 'hsa:3066', 'hsa:55534', 'hsa:8650', 'hsa:5664', 'hsa:6868', 'hsa:1487', 'hsa:9794', 'hsa:1857', 'hsa:23385', 'hsa:1856', 'hsa:1387', 'hsa:4854', 'hsa:113878', 'hsa:2033', 'hsa:22938', 'hsa:182', 'hsa:3955', 'hsa:23220', 'hsa:8850', 'hsa:3280', 'hsa:3065']	28	60.71428571428571
Genetic Information Processing	Replication and repair	hsa03460	  "Fanconi anemia pathway - Homo sapiens (human)"	53	['hsa:2067', 'hsa:4292', 'hsa:79728', 'hsa:8940', 'hsa:11201', 'hsa:2178', 'hsa:3280', 'hsa:6118', 'hsa:51426', 'hsa:5395', 'hsa:353497', 'hsa:91442', 'hsa:6117', 'hsa:83990', 'hsa:2177', 'hsa:84126', 'hsa:545', 'hsa:2072', 'hsa:80010', 'hsa:57697']	20	['hsa:84126', 'hsa:5429', 'hsa:80198', 'hsa:545', 'hsa:2072', 'hsa:116028', 'hsa:7156', 'hsa:80010', 'hsa:80233', 'hsa:2175', 'hsa:57697', 'hsa:84464', 'hsa:641', 'hsa:22909', 'hsa:2189', 'hsa:51426', 'hsa:5395', 'hsa:353497', 'hsa:91442', 'hsa:6117', 'hsa:51455', 'hsa:83990', 'hsa:675', 'hsa:55215', 'hsa:2177', 'hsa:146956', 'hsa:672', 'hsa:2067', 'hsa:5888', 'hsa:4292', 'hsa:29089', 'hsa:79728', 'hsa:8940', 'hsa:9894', 'hsa:11201', 'hsa:2178', 'hsa:3280', 'hsa:57599', 'hsa:55120', 'hsa:6118']	40	50.0
Organismal Systems	Nervous system	hsa04720	  "Long-term potentiation - Homo sapiens (human)"	67	['hsa:1387', 'hsa:6196', 'hsa:27330', 'hsa:5594', 'hsa:2033', 'hsa:5595', 'hsa:468', 'hsa:5894', 'hsa:5331', 'hsa:814', 'hsa:5613']	11	['hsa:5604', 'hsa:5499', 'hsa:6197', 'hsa:51806', 'hsa:23236', 'hsa:5613', 'hsa:801', 'hsa:5500', 'hsa:5605', 'hsa:468', 'hsa:5894', 'hsa:5330', 'hsa:5530', 'hsa:5331', 'hsa:3708', 'hsa:814', 'hsa:2911', 'hsa:5578', 'hsa:1387', 'hsa:6196', 'hsa:27330', 'hsa:10411', 'hsa:5594', 'hsa:2033', 'hsa:5595', 'hsa:6195', 'hsa:5533']	27	40.74074074074074
Organismal Systems	Nervous system	hsa04724	  "Glutamatergic synapse - Homo sapiens (human)"	116	['hsa:10681', 'hsa:2778', 'hsa:5594', 'hsa:157', 'hsa:5595', 'hsa:6505', 'hsa:109', 'hsa:5331', 'hsa:5613']	9	['hsa:156', 'hsa:112', 'hsa:23236', 'hsa:5613', 'hsa:54331', 'hsa:5338', 'hsa:1742', 'hsa:54407', 'hsa:2752', 'hsa:5330', 'hsa:109', 'hsa:5530', 'hsa:7220', 'hsa:5331', 'hsa:3708', 'hsa:9456', 'hsa:2911', 'hsa:5578', 'hsa:50944', 'hsa:115', 'hsa:9454', 'hsa:10681', 'hsa:5337', 'hsa:6507', 'hsa:2778', 'hsa:5594', 'hsa:157', 'hsa:5595', 'hsa:9455', 'hsa:6505', 'hsa:2771', 'hsa:5321', 'hsa:5533']	33	27.27272727272727
Organismal Systems	Endocrine system	hsa04922	  "Glucagon signaling pathway - Homo sapiens (human)"	102	['hsa:1387', 'hsa:5256', 'hsa:2778', 'hsa:2033', 'hsa:55671', 'hsa:1386', 'hsa:1385', 'hsa:468', 'hsa:5565', 'hsa:5562', 'hsa:207', 'hsa:148327', 'hsa:9586', 'hsa:5331', 'hsa:200186', 'hsa:5613']	16	['hsa:5162', 'hsa:23235', 'hsa:51806', 'hsa:23236', 'hsa:5613', 'hsa:801', 'hsa:468', 'hsa:5565', 'hsa:5562', 'hsa:3939', 'hsa:5330', 'hsa:5530', 'hsa:5211', 'hsa:150094', 'hsa:207', 'hsa:148327', 'hsa:9586', 'hsa:5331', 'hsa:5531', 'hsa:2308', 'hsa:3708', 'hsa:5261', 'hsa:90993', 'hsa:200186', 'hsa:1387', 'hsa:5256', 'hsa:5255', 'hsa:5315', 'hsa:32', 'hsa:2778', 'hsa:23411', 'hsa:2033', 'hsa:5836', 'hsa:55671', 'hsa:5106', 'hsa:5834', 'hsa:2997', 'hsa:51422', 'hsa:2645', 'hsa:10488', 'hsa:1374', 'hsa:3945', 'hsa:5564', 'hsa:1386', 'hsa:10000', 'hsa:6513', 'hsa:1385', 'hsa:5533']	48	33.33333333333333
Metabolism	Lipid metabolism	hsa00564	  "Glycerophospholipid metabolism - Homo sapiens (human)"	95	['hsa:23659', 'hsa:10423', 'hsa:8443', 'hsa:56261', 'hsa:8525', 'hsa:9162', 'hsa:5130', 'hsa:1040', 'hsa:81490', 'hsa:3931']	10	['hsa:151056', 'hsa:10555', 'hsa:56985', 'hsa:154141', 'hsa:81490', 'hsa:254531', 'hsa:8398', 'hsa:5833', 'hsa:3931', 'hsa:23761', 'hsa:9926', 'hsa:56261', 'hsa:5338', 'hsa:375775', 'hsa:64900', 'hsa:10400', 'hsa:23175', 'hsa:55500', 'hsa:8612', 'hsa:129642', 'hsa:8525', 'hsa:79888', 'hsa:8526', 'hsa:55326', 'hsa:9791', 'hsa:9162', 'hsa:5130', 'hsa:1040', 'hsa:56895', 'hsa:1608', 'hsa:5337', 'hsa:8527', 'hsa:43', 'hsa:9489', 'hsa:54947', 'hsa:1120', 'hsa:8760', 'hsa:9663', 'hsa:6901', 'hsa:160851', 'hsa:23659', 'hsa:10423', 'hsa:23646', 'hsa:5321', 'hsa:8443']	45	22.22222222222222
Metabolism	Amino acid metabolism	hsa00270	  "Cysteine and methionine metabolism - Homo sapiens (human)"	38	['hsa:1789', 'hsa:1788', 'hsa:262', 'hsa:1036', 'hsa:1786', 'hsa:58478', 'hsa:55256']	7	['hsa:10768', 'hsa:4144', 'hsa:55256', 'hsa:262', 'hsa:4357', 'hsa:7263', 'hsa:1036', 'hsa:1786', 'hsa:3939', 'hsa:10993', 'hsa:113675', 'hsa:58478', 'hsa:635', 'hsa:4191', 'hsa:23382', 'hsa:875', 'hsa:4190', 'hsa:84245', 'hsa:1789', 'hsa:4507', 'hsa:191', 'hsa:6611', 'hsa:3945', 'hsa:6723', 'hsa:1491', 'hsa:4548', 'hsa:1788']	27	25.925925925925924
Metabolism	Lipid metabolism	hsa00561	  "Glycerolipid metabolism - Homo sapiens (human)"	59	['hsa:11343', 'hsa:8525', 'hsa:9162']	3	['hsa:501', 'hsa:10555', 'hsa:154141', 'hsa:4023', 'hsa:57104', 'hsa:8694', 'hsa:64900', 'hsa:23175', 'hsa:219', 'hsa:8612', 'hsa:223', 'hsa:129642', 'hsa:8525', 'hsa:26007', 'hsa:8526', 'hsa:55326', 'hsa:9162', 'hsa:55750', 'hsa:56895', 'hsa:1608', 'hsa:11343', 'hsa:8527', 'hsa:231', 'hsa:80339', 'hsa:9663', 'hsa:160851', 'hsa:346606', 'hsa:10327']	28	10.714285714285714
Human Diseases	Infectious diseases	hsa05143	  "African trypanosomiasis - Homo sapiens (human)"	34	['hsa:3620', 'hsa:5331']	2	['hsa:7064', 'hsa:4615', 'hsa:23236', 'hsa:3620', 'hsa:5330', 'hsa:5331', 'hsa:3606', 'hsa:5578', 'hsa:355', 'hsa:3383', 'hsa:8542', 'hsa:3910', 'hsa:335']	13	15.384615384615385
Organismal Systems	Endocrine system	hsa04918	  "Thyroid hormone synthesis - Homo sapiens (human)"	72	['hsa:2778', 'hsa:1386', 'hsa:1385', 'hsa:7270', 'hsa:7849', 'hsa:468', 'hsa:109', 'hsa:148327', 'hsa:9586', 'hsa:5331', 'hsa:5613', 'hsa:1388']	12	['hsa:493869', 'hsa:7184', 'hsa:112', 'hsa:2877', 'hsa:23236', 'hsa:5613', 'hsa:1388', 'hsa:2876', 'hsa:7270', 'hsa:7849', 'hsa:821', 'hsa:468', 'hsa:5330', 'hsa:109', 'hsa:148327', 'hsa:9586', 'hsa:5331', 'hsa:3708', 'hsa:5578', 'hsa:9601', 'hsa:90993', 'hsa:115', 'hsa:3309', 'hsa:4036', 'hsa:2778', 'hsa:2936', 'hsa:10488', 'hsa:7173', 'hsa:1386', 'hsa:2882', 'hsa:1385']	31	38.70967741935484
Organismal Systems	Immune system	hsa04610	  "Complement and coagulation cascades - Homo sapiens (human)"	68	['hsa:725', 'hsa:1604']	2	['hsa:2266', 'hsa:712', 'hsa:5627', 'hsa:5104', 'hsa:1604', 'hsa:728', 'hsa:1378', 'hsa:5328', 'hsa:725', 'hsa:2162', 'hsa:718', 'hsa:714', 'hsa:715', 'hsa:7035', 'hsa:10747', 'hsa:5327', 'hsa:5054', 'hsa:7450', 'hsa:735', 'hsa:4179', 'hsa:2152']	21	9.523809523809524
Genetic Information Processing	Translation	hsa03015	  "mRNA surveillance pathway - Homo sapiens (human)"	91	['hsa:5976', 'hsa:10914', 'hsa:5411', 'hsa:1477', 'hsa:8731', 'hsa:1478', 'hsa:11052', 'hsa:8732', 'hsa:22916', 'hsa:64895', 'hsa:10250', 'hsa:55339', 'hsa:9775', 'hsa:81608', 'hsa:56000', 'hsa:10482', 'hsa:4116', 'hsa:53981', 'hsa:10978', 'hsa:1479', 'hsa:23283', 'hsa:10189', 'hsa:10921']	23	['hsa:53981', 'hsa:65110', 'hsa:84305', 'hsa:10978', 'hsa:5499', 'hsa:1479', 'hsa:23283', 'hsa:10189', 'hsa:23708', 'hsa:7919', 'hsa:10921', 'hsa:5500', 'hsa:65109', 'hsa:8189', 'hsa:10250', 'hsa:4440', 'hsa:55339', 'hsa:4686', 'hsa:5519', 'hsa:9775', 'hsa:81608', 'hsa:56000', 'hsa:79869', 'hsa:10284', 'hsa:53918', 'hsa:124540', 'hsa:5529', 'hsa:10482', 'hsa:4116', 'hsa:5976', 'hsa:23293', 'hsa:26986', 'hsa:26528', 'hsa:5523', 'hsa:5527', 'hsa:10914', 'hsa:8761', 'hsa:22985', 'hsa:5411', 'hsa:1477', 'hsa:8731', 'hsa:1478', 'hsa:2935', 'hsa:5518', 'hsa:22794', 'hsa:11052', 'hsa:8732', 'hsa:10767', 'hsa:5528', 'hsa:22916', 'hsa:64895', 'hsa:9887']	52	44.230769230769226
Metabolism	Glycan biosynthesis and metabolism	hsa00514	  "Other types of O-glycan biosynthesis - Homo sapiens (human)"	31	['hsa:3955', 'hsa:5986', 'hsa:23127']	3	['hsa:5986', 'hsa:2526', 'hsa:23127', 'hsa:6487', 'hsa:79709', 'hsa:8473', 'hsa:8703', 'hsa:285203', 'hsa:2683', 'hsa:23509', 'hsa:3955', 'hsa:9486']	12	25.0
Environmental Information Processing	Signal transduction	hsa04340	  "Hedgehog signaling pathway - Homo sapiens (human)"	52	['hsa:7546', 'hsa:2932', 'hsa:2737', 'hsa:51684', 'hsa:6608', 'hsa:1453', 'hsa:64399', 'hsa:5613']	8	['hsa:64399', 'hsa:8945', 'hsa:2619', 'hsa:5613', 'hsa:102800317', 'hsa:6608', 'hsa:1455', 'hsa:1453', 'hsa:7476', 'hsa:27148', 'hsa:7546', 'hsa:7478', 'hsa:23291', 'hsa:4036', 'hsa:2932', 'hsa:7472', 'hsa:2737', 'hsa:51684', 'hsa:2735', 'hsa:51715']	20	40.0
Metabolism	Nucleotide metabolism	hsa00240	  "Pyrimidine metabolism - Homo sapiens (human)"	105	['hsa:151531', 'hsa:55703', 'hsa:23649', 'hsa:1890', 'hsa:5431', 'hsa:55718', 'hsa:5424', 'hsa:10714', 'hsa:790', 'hsa:5435', 'hsa:171568', 'hsa:5427', 'hsa:1723', 'hsa:5438', 'hsa:221830', 'hsa:5425', 'hsa:10622', 'hsa:1854', 'hsa:83549', 'hsa:10621', 'hsa:129607', 'hsa:64425', 'hsa:115024', 'hsa:11128', 'hsa:221264', 'hsa:1633', 'hsa:978', 'hsa:51727', 'hsa:5437', 'hsa:318', 'hsa:5436', 'hsa:124583', 'hsa:9533', 'hsa:5430', 'hsa:7378', 'hsa:10623', 'hsa:51082', 'hsa:7296']	38	['hsa:5437', 'hsa:318', 'hsa:6240', 'hsa:5436', 'hsa:1841', 'hsa:661', 'hsa:124583', 'hsa:9533', 'hsa:1503', 'hsa:6241', 'hsa:10201', 'hsa:5426', 'hsa:79077', 'hsa:5430', 'hsa:7378', 'hsa:10587', 'hsa:10623', 'hsa:51082', 'hsa:957', 'hsa:377841', 'hsa:9583', 'hsa:5557', 'hsa:54963', 'hsa:7296', 'hsa:84265', 'hsa:51251', 'hsa:30833', 'hsa:84172', 'hsa:3704', 'hsa:1854', 'hsa:1635', 'hsa:83549', 'hsa:10621', 'hsa:129607', 'hsa:4907', 'hsa:64425', 'hsa:87178', 'hsa:953', 'hsa:115024', 'hsa:29922', 'hsa:11128', 'hsa:221264', 'hsa:1633', 'hsa:978', 'hsa:51728', 'hsa:51727', 'hsa:151531', 'hsa:55703', 'hsa:23649', 'hsa:1890', 'hsa:56474', 'hsa:5431', 'hsa:50484', 'hsa:55718', 'hsa:5424', 'hsa:30834', 'hsa:25885', 'hsa:10714', 'hsa:790', 'hsa:5435', 'hsa:171568', 'hsa:5427', 'hsa:5422', 'hsa:1723', 'hsa:5432', 'hsa:5438', 'hsa:221830', 'hsa:5425', 'hsa:10622', 'hsa:7372', 'hsa:56655']	71	53.52112676056338
Organismal Systems	Immune system	hsa04672	  "Intestinal immune network for IgA production - Homo sapiens (human)"	49	['hsa:115650']	1	['hsa:3600', 'hsa:3601', 'hsa:3695', 'hsa:115650', 'hsa:5284', 'hsa:959', 'hsa:7040', 'hsa:4055']	8	12.5
Human Diseases	Cancers	hsa05204	  "Chemical carcinogenesis - Homo sapiens (human)"	81	['hsa:221', 'hsa:119391', 'hsa:4258', 'hsa:4259', 'hsa:405']	5	['hsa:883', 'hsa:220', 'hsa:373156', 'hsa:2946', 'hsa:2947', 'hsa:56267', 'hsa:4259', 'hsa:405', 'hsa:221', 'hsa:4257', 'hsa:119391', 'hsa:2950', 'hsa:4258', 'hsa:218']	14	35.714285714285715
Human Diseases	Cardiovascular diseases	hsa05410	  "Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human)"	83	['hsa:7042', 'hsa:6445', 'hsa:7134', 'hsa:7043', 'hsa:5565', 'hsa:5562', 'hsa:783']	7	['hsa:783', 'hsa:1605', 'hsa:4624', 'hsa:6262', 'hsa:5565', 'hsa:5562', 'hsa:3679', 'hsa:3685', 'hsa:3695', 'hsa:3688', 'hsa:55799', 'hsa:4000', 'hsa:3678', 'hsa:6443', 'hsa:3675', 'hsa:3674', 'hsa:60', 'hsa:3693', 'hsa:4625', 'hsa:7042', 'hsa:2010', 'hsa:6445', 'hsa:7040', 'hsa:3696', 'hsa:51422', 'hsa:5564', 'hsa:7134', 'hsa:7043']	28	25.0
Human Diseases	Cancers	hsa05217	  "Basal cell carcinoma - Homo sapiens (human)"	55	['hsa:2932', 'hsa:2737', 'hsa:51684', 'hsa:11211', 'hsa:6608', 'hsa:51176', 'hsa:7157', 'hsa:6934', 'hsa:64399', 'hsa:2535']	10	['hsa:64399', 'hsa:8323', 'hsa:1499', 'hsa:8313', 'hsa:2535', 'hsa:6608', 'hsa:324', 'hsa:51176', 'hsa:7157', 'hsa:6934', 'hsa:7476', 'hsa:8321', 'hsa:1857', 'hsa:27148', 'hsa:1856', 'hsa:7478', 'hsa:2932', 'hsa:8312', 'hsa:7976', 'hsa:7472', 'hsa:2737', 'hsa:51684', 'hsa:2735', 'hsa:11211']	24	41.66666666666667
Human Diseases	Substance dependence	hsa05030	  "Cocaine addiction - Homo sapiens (human)"	50	['hsa:2778', 'hsa:8787', 'hsa:1386', 'hsa:1385', 'hsa:468', 'hsa:148327', 'hsa:9586', 'hsa:8851', 'hsa:3725', 'hsa:5613', 'hsa:1388']	11	['hsa:1020', 'hsa:5970', 'hsa:8851', 'hsa:3725', 'hsa:5613', 'hsa:1388', 'hsa:468', 'hsa:1644', 'hsa:1742', 'hsa:6531', 'hsa:148327', 'hsa:9586', 'hsa:90993', 'hsa:26086', 'hsa:4129', 'hsa:2778', 'hsa:10488', 'hsa:8787', 'hsa:4790', 'hsa:2771', 'hsa:1386', 'hsa:1385']	22	50.0
Metabolism	Carbohydrate metabolism	hsa00500	  "Starch and sucrose metabolism - Homo sapiens (human)"	56	['hsa:7358', 'hsa:2595']	2	['hsa:55276', 'hsa:2990', 'hsa:2595', 'hsa:178', 'hsa:5236', 'hsa:5836', 'hsa:5834', 'hsa:2997', 'hsa:2821', 'hsa:2645', 'hsa:7358', 'hsa:2632']	12	16.666666666666664
Organismal Systems	Excretory system	hsa04961	  "Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)"	48	['hsa:2778', 'hsa:7421', 'hsa:5331', 'hsa:5613']	4	['hsa:112', 'hsa:1212', 'hsa:23236', 'hsa:161', 'hsa:5613', 'hsa:160', 'hsa:1211', 'hsa:5330', 'hsa:1213', 'hsa:5331', 'hsa:5578', 'hsa:115', 'hsa:163', 'hsa:490', 'hsa:1785', 'hsa:2778', 'hsa:8766', 'hsa:793', 'hsa:7421']	19	21.052631578947366
Cellular Processes	Cell growth and death	hsa04210	  "Apoptosis - Homo sapiens (human)"	86	['hsa:7157', 'hsa:207', 'hsa:836', 'hsa:5613']	4	['hsa:836', 'hsa:8772', 'hsa:1677', 'hsa:598', 'hsa:54205', 'hsa:4615', 'hsa:5970', 'hsa:5613', 'hsa:3654', 'hsa:51135', 'hsa:1147', 'hsa:5290', 'hsa:7186', 'hsa:842', 'hsa:8737', 'hsa:839', 'hsa:5530', 'hsa:7157', 'hsa:207', 'hsa:5295', 'hsa:1676', 'hsa:824', 'hsa:572', 'hsa:8837', 'hsa:5577', 'hsa:823', 'hsa:637', 'hsa:330', 'hsa:355', 'hsa:841', 'hsa:7132', 'hsa:11213', 'hsa:4792', 'hsa:8717', 'hsa:3551', 'hsa:8797', 'hsa:4790', 'hsa:329', 'hsa:5576', 'hsa:10000', 'hsa:8503', 'hsa:317', 'hsa:5533']	43	9.30232558139535
Organismal Systems	Digestive system	hsa04975	  "Fat digestion and absorption - Homo sapiens (human)"	41	['hsa:19']	1	['hsa:19', 'hsa:10999', 'hsa:10555', 'hsa:8694', 'hsa:8612', 'hsa:2169', 'hsa:338', 'hsa:346606', 'hsa:337', 'hsa:335', 'hsa:39']	11	9.090909090909092
Organismal Systems	Nervous system	hsa04721	  "Synaptic vesicle cycle - Homo sapiens (human)"	63	['hsa:51382', 'hsa:529', 'hsa:9550']	3	['hsa:6809', 'hsa:1212', 'hsa:161', 'hsa:23545', 'hsa:160', 'hsa:10497', 'hsa:1211', 'hsa:9296', 'hsa:529', 'hsa:6616', 'hsa:6812', 'hsa:9550', 'hsa:1213', 'hsa:526', 'hsa:528', 'hsa:163', 'hsa:535', 'hsa:51606', 'hsa:4905', 'hsa:1785', 'hsa:51382', 'hsa:50617', 'hsa:10312', 'hsa:2054', 'hsa:523', 'hsa:533']	26	11.538461538461538
Human Diseases	Cancers	hsa05221	  "Acute myeloid leukemia - Homo sapiens (human)"	57	['hsa:5594', 'hsa:6655', 'hsa:5595', 'hsa:7704', 'hsa:595', 'hsa:5894', 'hsa:51176', 'hsa:5371', 'hsa:207', 'hsa:6934', 'hsa:2885']	11	['hsa:6774', 'hsa:5604', 'hsa:5970', 'hsa:6199', 'hsa:2885', 'hsa:1978', 'hsa:1147', 'hsa:5290', 'hsa:5605', 'hsa:5914', 'hsa:5894', 'hsa:4609', 'hsa:5292', 'hsa:51176', 'hsa:5371', 'hsa:207', 'hsa:5295', 'hsa:6934', 'hsa:572', 'hsa:862', 'hsa:5594', 'hsa:6655', 'hsa:11040', 'hsa:5595', 'hsa:3551', 'hsa:6198', 'hsa:4790', 'hsa:7704', 'hsa:595', 'hsa:6654', 'hsa:10000', 'hsa:8503']	32	34.375
Metabolism	Carbohydrate metabolism	hsa00520	  "Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"	48	['hsa:5372', 'hsa:7358', 'hsa:29926', 'hsa:29925', 'hsa:4351', 'hsa:606495']	6	['hsa:51700', 'hsa:55276', 'hsa:140838', 'hsa:29925', 'hsa:4351', 'hsa:91373', 'hsa:2673', 'hsa:2592', 'hsa:606495', 'hsa:55577', 'hsa:9945', 'hsa:80896', 'hsa:29926', 'hsa:197258', 'hsa:51706', 'hsa:10020', 'hsa:51005', 'hsa:5238', 'hsa:5236', 'hsa:54187', 'hsa:1727', 'hsa:5372', 'hsa:5973', 'hsa:7264', 'hsa:2821', 'hsa:2645', 'hsa:2584', 'hsa:7358', 'hsa:55907', 'hsa:2762', 'hsa:6675', 'hsa:2582']	32	18.75
Human Diseases	Substance dependence	hsa05032	  "Morphine addiction - Homo sapiens (human)"	93	['hsa:10681', 'hsa:2778', 'hsa:157', 'hsa:408', 'hsa:109', 'hsa:5137', 'hsa:134', 'hsa:27115', 'hsa:5613']	9	['hsa:27115', 'hsa:5139', 'hsa:156', 'hsa:112', 'hsa:5613', 'hsa:54331', 'hsa:2870', 'hsa:2869', 'hsa:2868', 'hsa:408', 'hsa:109', 'hsa:5578', 'hsa:5137', 'hsa:115', 'hsa:134', 'hsa:10681', 'hsa:5151', 'hsa:2778', 'hsa:157', 'hsa:8622', 'hsa:5144', 'hsa:2771']	22	40.909090909090914
