Pathway identifier,Pathway name,# Entities found,# Entities total,Entities ratio,Entities pValue,Entities FDR,# Reactions found,# Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-168249,"Innate Immune System",66,1031,0.10115777080062795,0.9999999994450943,0.9999999994450943,207,608,0.07423687423687424,48887,Homo sapiens,"ENSG00000095261;ENSG00000110330;ENSG00000138814;ENSG00000117461;ENSG00000177189;ENSG00000106299;ENSG00000184216;ENSG00000132109;ENSG00000121060;ENSG00000100902;ENSG00000135341;ENSG00000077150;ENSG00000166068;ENSG00000197111;ENSG00000099341;ENSG00000136930;ENSG00000034152;ENSG00000117461;ENSG00000166167;ENSG00000132109;ENSG00000184481;ENSG00000080824;ENSG00000106052;ENSG00000132670;ENSG00000166167;ENSG00000134698;ENSG00000143466;ENSG00000099341;ENSG00000105723;ENSG00000072736;ENSG00000171862;ENSG00000179295;ENSG00000132670;ENSG00000121060;ENSG00000136943;ENSG00000117676;ENSG00000064012;ENSG00000117676;ENSG00000127445;ENSG00000161980;ENSG00000184481;ENSG00000197111;ENSG00000184216;ENSG00000134698;ENSG00000078747;ENSG00000106052;ENSG00000113558;ENSG00000078747;ENSG00000168310;ENSG00000034152;ENSG00000169047;ENSG00000105723;ENSG00000169047;ENSG00000166484;ENSG00000125730;ENSG00000135341;ENSG00000171862;ENSG00000117289;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000106299;ENSG00000168310;ENSG00000072736;ENSG00000138675;ENSG00000111276;ENSG00000100324;ENSG00000141968;ENSG00000180370;ENSG00000099804;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000080824;ENSG00000111276;ENSG00000100902;ENSG00000110799;ENSG00000104856;ENSG00000121851;ENSG00000159352;ENSG00000008018;ENSG00000186895;ENSG00000136943;ENSG00000092010;ENSG00000166484;ENSG00000103490;ENSG00000092010;ENSG00000138675;ENSG00000185627;ENSG00000125730;ENSG00000166068;ENSG00000136930;ENSG00000104856;ENSG00000109320;ENSG00000101843;ENSG00000110330;ENSG00000100519;ENSG00000103490;ENSG00000100519;ENSG00000161980;ENSG00000168495;ENSG00000099804;ENSG00000179295;ENSG00000198369;ENSG00000177189;ENSG00000138814;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000064012;ENSG00000127445;ENSG00000109320;ENSG00000100324;ENSG00000159352;ENSG00000108861;ENSG00000137161;ENSG00000108861;ENSG00000137161;ENSG00000198369;ENSG00000168495;ENSG00000180370;ENSG00000121851;ENSG00000213341;ENSG00000141968;ENSG00000113558;ENSG00000108344;ENSG00000101843;ENSG00000077150","Q9Y2Y1;P48556;P11487;O43242;P19474;Q08209;Q9ULZ3;P18433;O60911;P35568;O00487;O43318;Q92569;Q13526;P01024;Q96J02;Q9HCK5;O00401;P51452;Q14790;P98177-1;P98177-2;Q06323;Q15418;Q01201;P14316;P15498;P04275;P60900;P60484;P12034-1;Q9BT09;Q15366;P46527;Q9Y297;Q14164;Q86VP1;Q13164;P05423;O15111;Q99436;P20618;P07900;Q13490;Q00653;P51617;P63208;Q06124;P55036;Q7Z699;Q7Z698;Q12968;P46734;Q14258;P49840;Q16401;Q9BT43;P51812;P19838;Q15750;Q13177;P49427;Q9UNM6;Q9H3M7;P62333;O75832","R-HSA-5607731;R-HSA-5607728;R-HSA-3266557;R-HSA-2730833;R-HSA-5607732;R-HSA-2730847;R-HSA-5607742;R-HSA-199299;R-HSA-2730841;R-HSA-5607741;R-HSA-2730840;R-HSA-2562541;R-HSA-918230;R-HSA-975139;R-HSA-918229;R-HSA-918227;R-HSA-918225;R-HSA-975142;R-HSA-918224;R-HSA-5607723;R-HSA-5607722;R-HSA-5607720;R-HSA-199929;R-HSA-5607726;R-HSA-5607725;R-HSA-5607724;R-HSA-918232;R-HSA-975122;R-HSA-2730867;R-HSA-166817;R-HSA-975125;R-HSA-990526;R-HSA-2730876;R-HSA-975134;R-HSA-166284;R-HSA-2730872;R-HSA-166286;R-HSA-199895;R-HSA-975106;R-HSA-174551;R-HSA-975111;R-HSA-2730849;R-HSA-727819;R-HSA-975115;R-HSA-2730861;R-HSA-2730856;R-HSA-975119;R-HSA-975118;R-HSA-976743;R-HSA-2730858;R-HSA-202541;R-HSA-202534;R-HSA-990528;R-HSA-183130;R-HSA-981728;R-HSA-183126;R-HSA-183122;R-HSA-977359;R-HSA-975188;R-HSA-1964482;R-HSA-977375;R-HSA-844610;R-HSA-977371;R-HSA-844612;R-HSA-5607757;R-HSA-5607759;R-HSA-975180;R-HSA-844618;R-HSA-977363;R-HSA-844620;R-HSA-166362;R-HSA-166363;R-HSA-5658231;R-HSA-981539;R-HSA-981535;R-HSA-936991;R-HSA-1861595;R-HSA-936960;R-HSA-198371;R-HSA-622420;R-HSA-450296;R-HSA-2029476;R-HSA-936475;R-HSA-981621;R-HSA-2029473;R-HSA-937075;R-HSA-688985;R-HSA-5660965;R-HSA-168140;R-HSA-166245;R-HSA-2730900;R-HSA-166271;R-HSA-936462;R-HSA-2730889;R-HSA-2730888;R-HSA-2730894;R-HSA-976768;R-HSA-2730892;R-HSA-5660980;R-HSA-2730887;R-HSA-2730885;R-HSA-937044;R-HSA-168166;R-HSA-975857;R-HSA-2029453;R-HSA-937050;R-HSA-2029451;R-HSA-937029;R-HSA-975852;R-HSA-994034;R-HSA-975853;R-HSA-2029458;R-HSA-198746;R-HSA-706479;R-HSA-168184;R-HSA-937034;R-HSA-976810;R-HSA-2029466;R-HSA-937032;R-HSA-5672978;R-HSA-442592;R-HSA-5672980;R-HSA-450337;R-HSA-450346;R-HSA-1678923;R-HSA-5624473;R-HSA-5672965;R-HSA-5672972;R-HSA-5672973;R-HSA-2197691;R-HSA-877361;R-HSA-2197690;R-HSA-5624492;R-HSA-936941;R-HSA-936947;R-HSA-936951;R-HSA-1678944;R-HSA-450333;R-HSA-442586;R-HSA-977629;R-HSA-173636;R-HSA-977619;R-HSA-3134822;R-HSA-166119;R-HSA-977615;R-HSA-936378;R-HSA-977602;R-HSA-977605;R-HSA-936381;R-HSA-936380;R-HSA-2197698;R-HSA-2318752;R-HSA-975874;R-HSA-975879;R-HSA-975878;R-HSA-173680;R-HSA-166091;R-HSA-5609665;R-HSA-5660665;R-HSA-5660666;R-HSA-5660660;R-HSA-5660662;R-HSA-5660663;R-HSA-198611;R-HSA-198613;R-HSA-5658438;R-HSA-173740;R-HSA-173739;R-HSA-688137;R-HSA-5660622;R-HSA-173754;R-HSA-199456;R-HSA-2316434;R-HSA-173745;R-HSA-2562564;R-HSA-3134946;R-HSA-975103;R-HSA-1678981;R-HSA-1006143;R-HSA-975100;R-HSA-168934;R-HSA-975097;R-HSA-933539;R-HSA-1250272;R-HSA-5658424;R-HSA-933538;R-HSA-937343;R-HSA-933537;R-HSA-203797;R-HSA-5658430;R-HSA-937337;R-HSA-419645;R-HSA-933528;R-HSA-419644;R-HSA-168915;R-HSA-933530;R-HSA-1250264;R-HSA-933532;R-HSA-2321904;R-HSA-933523;R-HSA-933525;R-HSA-933526;R-HSA-199959;R-HSA-933527;R-HSA-1250253;R-HSA-168909;R-HSA-168910"
R-HSA-2029482,"Regulation of actin dynamics for phagocytic cup formation",3,224,0.02197802197802198,0.9999999994917941,0.9999999994917941,14,24,0.0029304029304029304,48887,Homo sapiens,"ENSG00000141968;ENSG00000106299;ENSG00000080824;ENSG00000080824;ENSG00000141968;ENSG00000106299","P07900;P15498;O00401","R-HSA-2197698;R-HSA-419645;R-HSA-419644;R-HSA-2029476;R-HSA-442592;R-HSA-2029473;R-HSA-2029453;R-HSA-2029451;R-HSA-1861595;R-HSA-2029458;R-HSA-442586;R-HSA-2197691;R-HSA-2197690;R-HSA-2029466"
R-HSA-211897,"Cytochrome P450 - arranged by substrate type",1,176,0.01726844583987441,0.9999999995379727,0.9999999995379727,1,60,0.007326007326007326,48887,Homo sapiens,"ENSG00000111012;ENSG00000111012","O15528","R-HSA-209868"
R-HSA-1428517,"The citric acid (TCA) cycle and respiratory electron transport",2,203,0.019917582417582416,0.9999999995691592,0.9999999995691592,2,42,0.005128205128205128,48887,Homo sapiens,"ENSG00000119689;ENSG00000164951;ENSG00000164951;ENSG00000119689","Q9P0J1;P36957","R-HSA-204169;R-HSA-71401"
R-HSA-446203,"Asparagine N-linked glycosylation",2,211,0.020702511773940346,0.9999999998334952,0.9999999998334952,2,89,0.010866910866910866,48887,Homo sapiens,"ENSG00000095380;ENSG00000175283;ENSG00000175283;ENSG00000095380","Q9NR45;Q9UPQ8","R-HSA-4084976;R-HSA-446195"
R-HSA-425366,"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds",1,185,0.01815149136577708,0.9999999998476319,0.9999999998476319,1,75,0.009157509157509158,48887,Homo sapiens,"ENSG00000164707;ENSG00000164707","Q9UKG4","R-HSA-433099"
R-HSA-166663,"Initial triggering of complement",1,186,0.018249607535321823,0.9999999998653094,0.9999999998653094,9,20,0.002442002442002442,48887,Homo sapiens,"ENSG00000125730;ENSG00000125730","P01024","R-HSA-174551;R-HSA-173740;R-HSA-173754;R-HSA-173739;R-HSA-981539;R-HSA-183130;R-HSA-183126;R-HSA-183122;R-HSA-173745"
R-HSA-71387,"Metabolism of carbohydrates",11,392,0.038461538461538464,0.9999999999727477,0.9999999999727477,44,207,0.025274725274725275,48887,Homo sapiens,"ENSG00000109107;ENSG00000033100;ENSG00000162688;ENSG00000115840;ENSG00000130313;ENSG00000033100;ENSG00000111817;ENSG00000108479;ENSG00000115840;ENSG00000132692;ENSG00000162688;ENSG00000108479;ENSG00000109107;ENSG00000105220;ENSG00000105220;ENSG00000120253;ENSG00000120253;ENSG00000111817;ENSG00000179399;ENSG00000132692;ENSG00000179399;ENSG00000130313","Q9P2E5;P09972;Q96GW7;O95336;O75746;P35573;Q9UL01;Q8NFH3;P06744;P78333;P51570","R-HSA-2022063;R-HSA-71496;R-HSA-2022061;R-HSA-170796;R-HSA-2076371;R-HSA-1793176;R-HSA-70471;R-HSA-2022056;R-HSA-2076611;R-HSA-71552;R-HSA-2018682;R-HSA-2065233;R-HSA-1678694;R-HSA-2076383;R-HSA-70475;R-HSA-2076419;R-HSA-2024084;R-HSA-2022052;R-HSA-70355;R-HSA-372448;R-HSA-71495;R-HSA-2076508;R-HSA-1667005;R-HSA-2022851;R-HSA-71296;R-HSA-1878002;R-HSA-1971487;R-HSA-2022860;R-HSA-1971482;R-HSA-1971483;R-HSA-2022856;R-HSA-2022065;R-HSA-2018659;R-HSA-1971491;R-HSA-1889981;R-HSA-2022919;R-HSA-2022911;R-HSA-71593;R-HSA-1889978;R-HSA-2024108;R-HSA-2022887;R-HSA-1889955;R-HSA-2024100;R-HSA-2076392"
R-HSA-211945,"Phase 1 - Functionalization of compounds",2,229,0.022468602825745684,0.9999999999805415,0.9999999999805415,2,77,0.009401709401709401,48887,Homo sapiens,"ENSG00000007933;ENSG00000111012;ENSG00000111012;ENSG00000007933","O15528;P31513","R-HSA-209868;R-HSA-139970"
R-HSA-166658,"Complement cascade",1,205,0.0201138147566719,0.9999999999870958,0.9999999999870958,29,57,0.00695970695970696,48887,Homo sapiens,"ENSG00000125730;ENSG00000125730","P01024","R-HSA-173636;R-HSA-3266557;R-HSA-977629;R-HSA-981621;R-HSA-977619;R-HSA-1006143;R-HSA-981539;R-HSA-976768;R-HSA-183130;R-HSA-977615;R-HSA-977602;R-HSA-981728;R-HSA-183126;R-HSA-977605;R-HSA-183122;R-HSA-977359;R-HSA-173740;R-HSA-173739;R-HSA-166817;R-HSA-981535;R-HSA-977375;R-HSA-174551;R-HSA-173680;R-HSA-173754;R-HSA-977371;R-HSA-977363;R-HSA-976743;R-HSA-976810;R-HSA-173745"
R-HSA-2173782,"Binding and Uptake of Ligands by Scavenger Receptors",2,235,0.023057299843014127,0.9999999999905076,0.9999999999905076,3,32,0.003907203907203907,48887,Homo sapiens,"ENSG00000187498;ENSG00000080824;ENSG00000187498;ENSG00000080824","P07900;P02462","R-HSA-3221843;R-HSA-2247514;R-HSA-2197645"
R-HSA-2029480,"Fcgamma receptor (FCGR) dependent phagocytosis",3,259,0.025412087912087912,0.9999999999911727,0.9999999999911727,14,42,0.005128205128205128,48887,Homo sapiens,"ENSG00000141968;ENSG00000106299;ENSG00000080824;ENSG00000080824;ENSG00000141968;ENSG00000106299","P07900;P15498;O00401","R-HSA-2197698;R-HSA-419645;R-HSA-419644;R-HSA-2029476;R-HSA-442592;R-HSA-2029473;R-HSA-2029453;R-HSA-2029451;R-HSA-1861595;R-HSA-2029458;R-HSA-442586;R-HSA-2197691;R-HSA-2197690;R-HSA-2029466"
R-HSA-1280218,"Adaptive Immune System",53,967,0.09487833594976453,0.9999999999982602,0.9999999999982602,56,232,0.028327228327228327,48887,Homo sapiens,"ENSG00000095261;ENSG00000117461;ENSG00000012124;ENSG00000132109;ENSG00000100902;ENSG00000135341;ENSG00000141447;ENSG00000102048;ENSG00000136930;ENSG00000099341;ENSG00000117461;ENSG00000110429;ENSG00000166167;ENSG00000114423;ENSG00000132109;ENSG00000184481;ENSG00000196510;ENSG00000163743;ENSG00000134698;ENSG00000166167;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000179295;ENSG00000136943;ENSG00000184481;ENSG00000111796;ENSG00000134698;ENSG00000078747;ENSG00000196510;ENSG00000113558;ENSG00000127481;ENSG00000078747;ENSG00000169047;ENSG00000169047;ENSG00000105723;ENSG00000079616;ENSG00000125730;ENSG00000114062;ENSG00000103811;ENSG00000135341;ENSG00000171862;ENSG00000115233;ENSG00000115233;ENSG00000111796;ENSG00000138675;ENSG00000079616;ENSG00000111276;ENSG00000141968;ENSG00000197548;ENSG00000180370;ENSG00000157450;ENSG00000102048;ENSG00000117399;ENSG00000108344;ENSG00000099804;ENSG00000186895;ENSG00000213341;ENSG00000111276;ENSG00000100902;ENSG00000159352;ENSG00000197548;ENSG00000008018;ENSG00000186895;ENSG00000146232;ENSG00000136943;ENSG00000092010;ENSG00000092010;ENSG00000138675;ENSG00000114062;ENSG00000185627;ENSG00000125730;ENSG00000136930;ENSG00000101843;ENSG00000109320;ENSG00000100519;ENSG00000100519;ENSG00000099804;ENSG00000179295;ENSG00000103266;ENSG00000012124;ENSG00000185627;ENSG00000127481;ENSG00000095261;ENSG00000103266;ENSG00000008018;ENSG00000103811;ENSG00000110429;ENSG00000109320;ENSG00000163481;ENSG00000159352;ENSG00000163481;ENSG00000141447;ENSG00000163743;ENSG00000157450;ENSG00000180370;ENSG00000213341;ENSG00000117399;ENSG00000114423;ENSG00000113558;ENSG00000141968;ENSG00000108344;ENSG00000146232;ENSG00000101843","P48556;P19474;O43242;P11487;Q12834;O60911;P35568;Q96DX5;Q14807;O00487;O43318;Q92569;O95352;P01024;P20273;Q96J02;Q9HCK5;Q12918;P98177-1;Q5T4S7;P98177-2;Q13191;Q06323;P15498;P09668;P60484;P60900;P12034-1;Q6ZNA4;Q9BXW6;P46527;Q9UJX3;Q9UK99;Q9Y297;Q99436;O15111;P20618;Q96PM5;P63208;Q06124;P55036;P49840;O00221;Q16401;Q05086;P19838;Q13177;P49427;Q9UNM6;Q96BH1;P62333;O75832;Q9UNE7","R-HSA-388832;R-HSA-983153;R-HSA-983152;R-HSA-389788;R-HSA-2130706;R-HSA-983157;R-HSA-199299;R-HSA-983156;R-HSA-1168633;R-HSA-198611;R-HSA-983147;R-HSA-1168637;R-HSA-198613;R-HSA-983150;R-HSA-1168638;R-HSA-1112666;R-HSA-1236970;R-HSA-2130349;R-HSA-983140;R-HSA-389158;R-HSA-1236948;R-HSA-430183;R-HSA-198371;R-HSA-388830;R-HSA-388829;R-HSA-199456;R-HSA-1236935;R-HSA-2316434;R-HSA-389941;R-HSA-202541;R-HSA-983703;R-HSA-5685607;R-HSA-2130504;R-HSA-5685606;R-HSA-202534;R-HSA-983707;R-HSA-983704;R-HSA-199518;R-HSA-983709;R-HSA-389348;R-HSA-389350;R-HSA-389352;R-HSA-389354;R-HSA-202510;R-HSA-2076220;R-HSA-389759;R-HSA-2321904;R-HSA-389758;R-HSA-202500;R-HSA-2213248;R-HSA-2318752;R-HSA-1168641;R-HSA-202371;R-HSA-1168640;R-HSA-1168643;R-HSA-1168642"
R-HSA-418594,"G alpha (i) signalling events",5,318,0.03120094191522763,0.9999999999988197,0.9999999999988197,8,8,9.768009768009768E-4,48887,Homo sapiens,"ENSG00000159788;ENSG00000169220;ENSG00000114353;ENSG00000125730;ENSG00000159788;ENSG00000114353;ENSG00000059769;ENSG00000169220;ENSG00000125730","P50151;O43566;O14924;P01024;P04899","R-HSA-392129;R-HSA-380073;R-HSA-749454;R-HSA-751001;R-HSA-392212;R-HSA-420883;R-HSA-749456;R-HSA-392206"
R-HSA-1643685,"Disease",72,1193,0.11705259026687598,0.9999999999992011,0.9999999999992011,236,715,0.0873015873015873,48887,Homo sapiens,"ENSG00000095261;ENSG00000117461;ENSG00000130699;ENSG00000175283;ENSG00000197265;ENSG00000100902;ENSG00000106290;ENSG00000077150;ENSG00000082898;ENSG00000136930;ENSG00000099341;ENSG00000034152;ENSG00000117461;ENSG00000176108;ENSG00000011007;ENSG00000166167;ENSG00000184481;ENSG00000011007;ENSG00000080824;ENSG00000130724;ENSG00000112237;ENSG00000166167;ENSG00000114030;ENSG00000204389;ENSG00000099341;ENSG00000105723;ENSG00000130724;ENSG00000165417;ENSG00000171862;ENSG00000171863;ENSG00000179295;ENSG00000115415;ENSG00000138326;ENSG00000184481;ENSG00000166949;ENSG00000113558;ENSG00000034152;ENSG00000169047;ENSG00000115415;ENSG00000082898;ENSG00000169047;ENSG00000105723;ENSG00000165417;ENSG00000001084;ENSG00000120253;ENSG00000155097;ENSG00000147457;ENSG00000179399;ENSG00000166949;ENSG00000132763;ENSG00000171863;ENSG00000155097;ENSG00000171862;ENSG00000105329;ENSG00000115233;ENSG00000115233;ENSG00000111012;ENSG00000107984;ENSG00000130699;ENSG00000197265;ENSG00000106290;ENSG00000114573;ENSG00000138675;ENSG00000175334;ENSG00000120253;ENSG00000149136;ENSG00000124275;ENSG00000114573;ENSG00000111276;ENSG00000141968;ENSG00000138326;ENSG00000204389;ENSG00000108479;ENSG00000111012;ENSG00000180370;ENSG00000175334;ENSG00000001084;ENSG00000134516;ENSG00000108344;ENSG00000213341;ENSG00000186895;ENSG00000102978;ENSG00000080824;ENSG00000179399;ENSG00000111276;ENSG00000149136;ENSG00000100902;ENSG00000132639;ENSG00000121741;ENSG00000108840;ENSG00000159352;ENSG00000132763;ENSG00000186895;ENSG00000008018;ENSG00000007933;ENSG00000108840;ENSG00000086065;ENSG00000092010;ENSG00000092010;ENSG00000196535;ENSG00000138675;ENSG00000124275;ENSG00000083937;ENSG00000185627;ENSG00000185049;ENSG00000136930;ENSG00000101843;ENSG00000109320;ENSG00000105329;ENSG00000100519;ENSG00000086065;ENSG00000100519;ENSG00000147457;ENSG00000179295;ENSG00000114030;ENSG00000134516;ENSG00000185627;ENSG00000095261;ENSG00000112237;ENSG00000083937;ENSG00000008018;ENSG00000107984;ENSG00000109320;ENSG00000196535;ENSG00000121741;ENSG00000159352;ENSG00000132639;ENSG00000007933;ENSG00000185049;ENSG00000175283;ENSG00000102978;ENSG00000132692;ENSG00000108479;ENSG00000180370;ENSG00000176108;ENSG00000213341;ENSG00000141968;ENSG00000113558;ENSG00000132692;ENSG00000108344;ENSG00000101843;ENSG00000077150","P48556;P11487;O43242;O15528;P42224;Q9Y4U1;Q14241;P84022;P35568;O00487;Q92569;P38606;Q9UBK8;P51570;P52294;P49848;Q96GW7;P98177-1;O94907;P98177-2;Q06323;P60880;P21283;P19387;P24863;Q9UQL6;P15498;Q08945;P60900;P60484;P12034-1;P01137;P46527;Q92608;Q9NZZ3;O43633;Q9Y297;O75531;P29084;Q8NFH3;P31513;Q96FZ7;Q9UBW7;O15111;Q99436;P20618;P07900;P08107;O00268;Q00653;P63208;Q06124;P55036;P49840;P48506;Q16401;P78333;Q9UPQ8;P62081;P19838;Q13177;Q9H3P2;P46734-3;Q9UNM6;Q9UQN3;O14980;Q92614;Q8WUX9;P62333;O75832;P52655;P62847","R-HSA-2012074;R-HSA-192704;R-HSA-5655323;R-HSA-5655320;R-HSA-2012073;R-HSA-3642203;R-HSA-5655326;R-HSA-5655315;R-HSA-1226012;R-HSA-5655301;R-HSA-1226014;R-HSA-5336420;R-HSA-5339711;R-HSA-1226016;R-HSA-180630;R-HSA-180627;R-HSA-2023451;R-HSA-192746;R-HSA-2023455;R-HSA-5655339;R-HSA-3656267;R-HSA-5655343;R-HSA-3656261;R-HSA-180622;R-HSA-3656257;R-HSA-2399992;R-HSA-3656254;R-HSA-180732;R-HSA-180710;R-HSA-2399969;R-HSA-5602892;R-HSA-2220957;R-HSA-3315483;R-HSA-3713560;R-HSA-170706;R-HSA-2220967;R-HSA-170704;R-HSA-2399966;R-HSA-1248655;R-HSA-2220971;R-HSA-3322140;R-HSA-2220982;R-HSA-4755600;R-HSA-2220978;R-HSA-1220611;R-HSA-1220610;R-HSA-162590;R-HSA-1220614;R-HSA-1220613;R-HSA-1220612;R-HSA-1248002;R-HSA-1839039;R-HSA-1218833;R-HSA-1839031;R-HSA-5602966;R-HSA-1218824;R-HSA-167284;R-HSA-167282;R-HSA-5228840;R-HSA-167292;R-HSA-167288;R-HSA-194800;R-HSA-5638137;R-HSA-3304394;R-HSA-5228811;R-HSA-192627;R-HSA-194793;R-HSA-180603;R-HSA-1839100;R-HSA-1839098;R-HSA-2033488;R-HSA-1839094;R-HSA-180599;R-HSA-1839091;R-HSA-180597;R-HSA-3656382;R-HSA-3159232;R-HSA-180591;R-HSA-2033474;R-HSA-2033472;R-HSA-1839080;R-HSA-2033486;R-HSA-1839078;R-HSA-5387392;R-HSA-180573;R-HSA-3636919;R-HSA-1839065;R-HSA-5211400;R-HSA-167181;R-HSA-3595175;R-HSA-167191;R-HSA-1839112;R-HSA-167192;R-HSA-3595178;R-HSA-3595176;R-HSA-167197;R-HSA-167196;R-HSA-164845;R-HSA-167153;R-HSA-167148;R-HSA-3702153;R-HSA-167150;R-HSA-167147;R-HSA-180885;R-HSA-173115;R-HSA-167136;R-HSA-167134;R-HSA-167133;R-HSA-167130;R-HSA-167128;R-HSA-2317387;R-HSA-3656523;R-HSA-164943;R-HSA-3656517;R-HSA-175250;R-HSA-167121;R-HSA-3702186;R-HSA-167118;R-HSA-167117;R-HSA-1169421;R-HSA-3702184;R-HSA-167115;R-HSA-167113;R-HSA-167111;R-HSA-2077421;R-HSA-2077420;R-HSA-3321918;R-HSA-167097;R-HSA-3318571;R-HSA-167098;R-HSA-3645786;R-HSA-167089;R-HSA-3318563;R-HSA-167090;R-HSA-192925;R-HSA-3645780;R-HSA-194818;R-HSA-3645778;R-HSA-3656484;R-HSA-167083;R-HSA-167085;R-HSA-167084;R-HSA-3318590;R-HSA-167087;R-HSA-3318576;R-HSA-167072;R-HSA-167077;R-HSA-2077424;R-HSA-167076;R-HSA-168317;R-HSA-1247999;R-HSA-168310;R-HSA-5262921;R-HSA-1222516;R-HSA-168297;R-HSA-1888198;R-HSA-168337;R-HSA-168880;R-HSA-180739;R-HSA-192841;R-HSA-168326;R-HSA-168865;R-HSA-164506;R-HSA-2400001;R-HSA-164514;R-HSA-2400009;R-HSA-168857;R-HSA-164523;R-HSA-164522;R-HSA-175108;R-HSA-175117;R-HSA-5610026;R-HSA-1225950;R-HSA-1225951;R-HSA-1225949;R-HSA-165034;R-HSA-1225947;R-HSA-5655233;R-HSA-5655244;R-HSA-3560802;R-HSA-5602186;R-HSA-5655245;R-HSA-5655247;R-HSA-5655240;R-HSA-5655241;R-HSA-165028;R-HSA-3560804;R-HSA-5655243;R-HSA-5637770;R-HSA-165055;R-HSA-5637764;R-HSA-5637765;R-HSA-5655263;R-HSA-5637766;R-HSA-5655262;R-HSA-165043;R-HSA-165047;R-HSA-5655270;R-HSA-167477;R-HSA-192830;R-HSA-5655268;R-HSA-5655269;R-HSA-167478;R-HSA-5655266;R-HSA-200952;R-HSA-167474;R-HSA-5655278;R-HSA-3311014;R-HSA-167484;R-HSA-5655277;R-HSA-167481;R-HSA-5637808;R-HSA-1247842;R-HSA-5637806;R-HSA-5655285;R-HSA-175174;R-HSA-1247841;R-HSA-1225961;R-HSA-1225960;R-HSA-1247844;R-HSA-5637800;R-HSA-167459;R-HSA-5637801;R-HSA-5655295;R-HSA-167468;R-HSA-1225957;R-HSA-5637798;R-HSA-1225956;R-HSA-5637796;R-HSA-5637794;R-HSA-5655290;R-HSA-5637795;R-HSA-1225952;R-HSA-5654748;R-HSA-5655289;R-HSA-5637792"
R-HSA-5653656,"Vesicle-mediated transport",12,455,0.044642857142857144,0.9999999999997685,0.9999999999997685,13,107,0.013064713064713065,48887,Homo sapiens,"ENSG00000106617;ENSG00000170471;ENSG00000187498;ENSG00000086065;ENSG00000130724;ENSG00000175793;ENSG00000116266;ENSG00000159210;ENSG00000147457;ENSG00000086065;ENSG00000159210;ENSG00000176108;ENSG00000176108;ENSG00000187498;ENSG00000080824;ENSG00000083937;ENSG00000175793;ENSG00000116266;ENSG00000080824;ENSG00000130724;ENSG00000147457;ENSG00000106617;ENSG00000083937;ENSG00000170471","O00186;Q9NZZ3;P07900;O43633;Q9UQN3;Q86X10;Q8WUX9;P31947;Q96H20;Q96FZ7;Q9UGJ0;P02462","R-HSA-5671702;R-HSA-917696;R-HSA-3221843;R-HSA-1445149;R-HSA-1458485;R-HSA-1454689;R-HSA-917700;R-HSA-1449574;R-HSA-917693;R-HSA-2247514;R-HSA-2197645;R-HSA-1458463;R-HSA-1454699"
